ip,date,time,cik,accession,extention,code,size,norefer,noagent,find,browser
75.21.81.djf,12/31/2006,17:49:25,1062379,0001062379-06-000076,filename1.txt,200,4544,0,0,9,win
192.200.5.fca,12/31/2006,17:49:48,1283699,0001193125-06-109756,.txt,200,6384,0,0,1,win
64.241.189.efc,12/31/2006,17:49:48,779991,0000940394-06-001145,.txt,200,12686,1,0,0,win
192.200.5.fca,12/31/2006,17:49:51,1121026,0001193125-06-109756,d10k.htm,200,2223095,0,0,9,win
192.200.5.fca,12/31/2006,17:49:57,1121026,0001193125-06-109756,.txt,200,6384,0,0,1,win
69.39.50.hbc,12/31/2006,17:50:06,1206401,0000931763-03-001443,.txt,206,2099116,0,0,9,win
72.177.205.ach,12/31/2006,17:50:08,1119811,0001035704-01-000295,.txt,200,3786,0,0,1,win
72.177.205.ach,12/31/2006,17:50:14,1119811,0001035704-01-000295,h85425e10-k405.txt,200,311478,0,0,9,win
152.163.100.jeh,12/31/2006,17:50:24,1015780,0000315066-06-005510,.txt,200,3418,1,0,0,win
67.135.121.ggf,12/31/2006,17:50:32,1011290,0001140361-06-016135,.txt,200,2849,0,0,1,win
67.135.121.ggf,12/31/2006,17:50:35,1011290,0001140361-06-016135,formnt10q.htm,200,51182,0,0,9,win
69.39.50.hbc,12/31/2006,17:50:35,1206401,0000931763-03-001443,.txt,200,4036,0,0,1,win
71.231.248.fhc,12/31/2006,17:50:38,707604,0000707604-98-000004,.txt,200,217663,1,0,0,win
72.196.254.def,12/31/2006,17:50:39,1800,0001047469-06-003960,.txt,200,6510,0,0,1,win
192.200.5.fca,12/31/2006,17:50:40,1290969,9999999997-04-022995,.txt,200,2570,0,0,1,win
72.177.205.ach,12/31/2006,17:50:42,1119811,0001035704-01-000295,.txt,200,3786,0,0,1,win
76.17.148.cef,12/31/2006,17:50:43,1042187,0001144204-06-054879,v061084_s1.htm,200,3596443,1,0,0,win
72.177.205.ach,12/31/2006,17:50:45,1119811,0001035704-01-000295,h85425e10-k405.txt,304,3850,0,0,9,win
75.21.81.djf,12/31/2006,17:50:49,1012393,0000000000-06-000722,filename1.txt,200,8832,0,0,9,win
71.250.149.ihh,12/31/2006,17:50:56,880641,0001193125-06-234721,.txt,200,3409,0,0,1,win
72.196.254.def,12/31/2006,17:50:58,1800,0001047469-06-003960,a2167434zdef14a.htm,200,223405,0,0,9,win
4.161.191.geh,12/31/2006,17:51:05,1015780,0000315066-06-005510,.txt,200,3418,0,0,9,win
75.21.81.djf,12/31/2006,17:51:15,1012393,0000000000-06-000722,.txt,200,2489,0,0,4,win
75.21.81.djf,12/31/2006,17:51:32,1012393,0000000000-06-011739,filename1.txt,200,3732,0,0,9,win
75.21.81.djf,12/31/2006,17:51:35,1012393,0000000000-06-011739,.txt,200,2488,0,0,4,win
66.75.158.edf,12/31/2006,17:51:41,1145839,0001125282-06-007041,.txt,200,2690,0,0,1,win
75.21.81.djf,12/31/2006,17:51:41,1012393,0000000000-06-051645,.txt,200,2645,0,0,4,win
66.75.158.edf,12/31/2006,17:51:42,1145839,0001125282-06-007041,b415731_13f-hr.txt,200,11336,0,0,9,win
76.17.148.cef,12/31/2006,17:51:42,1383183,0001019687-06-003153,combimatrix_s1-ex1002.htm,200,786609,1,0,0,win
